"Year","Week","Home","Away","Result","Vegas_Line","Over/Under","H_Q1","H_Q3","H_Q2","H_DTO","H_Q4","H_DNetPassYd","H_DRushAtt","H_Pen","H_DINT","H_FF","H_DPassYd","H_OTotalYd","H_DSackYd","H_D3rdAtt","H_OPassTD","H_DRushTD","H_ToP","H_DRushYd","H_ORushAtt","H_DTotalYd","H_PenYd","H_DDrives","H_O1stD","H_O4thConv","H_OPassComp","H_ORushYd","H_OPassYd","H_OScores","H_ORushTD","H_DPassTD","H_OSack","H_OFumLost","H_O3rdConv","H_DScoresA","H_DPassComp","H_O4thAtt","H_Fum","H_DTdsA","H_OTO","H_DPlays","H_D1stD","H_PtsS","H_DSack","H_O3rdAtt","H_D4thConv","H_D3rdConv","H_D4thAtt","H_DTdsS","H_DPassAtt","H_OINT","H_OSackYd","H_PtsA","H_OPassAtt","H_OPlays","H_ODrives","H_OTds","H_ONetPassYd","A_Q1","A_Q3","A_Q2","A_DTO","A_Q4","A_DNetPassYd","A_DRushAtt","A_Pen","A_DINT","A_FF","A_DPassYd","A_OTotalYd","A_DSackYd","A_D3rdAtt","A_OPassTD","A_DRushTD","A_ToP","A_DRushYd","A_ORushAtt","A_DTotalYd","A_PenYd","A_DDrives","A_O1stD","A_O4thConv","A_OPassComp","A_ORushYd","A_OPassYd","A_OScores","A_ORushTD","A_DPassTD","A_OSack","A_OFumLost","A_O3rdConv","A_DScoresA","A_DPassComp","A_O4thAtt","A_Fum","A_DTdsA","A_OTO","A_DPlays","A_D1stD","A_PtsS","A_DSack","A_O3rdAtt","A_D4thConv","A_D3rdConv","A_D4thAtt","A_DTdsS","A_DPassAtt","A_OINT","A_OSackYd","A_PtsA","A_OPassAtt","A_OPlays","A_ODrives","A_OTds","A_ONetPassYd","H_WinP_Avg_YTD","H_LocWinP_Avg_YTD","H_Q1_Avg_YTD","H_Q3_Avg_YTD","H_Q2_Avg_YTD","H_DTO_Avg_YTD","H_Q4_Avg_YTD","H_DNetPassYd_Avg_YTD","H_DRushAtt_Avg_YTD","H_Pen_Avg_YTD","H_DINT_Avg_YTD","H_FF_Avg_YTD","H_DPassYd_Avg_YTD","H_OTotalYd_Avg_YTD","H_DSackYd_Avg_YTD","H_D3rdAtt_Avg_YTD","H_OPassTD_Avg_YTD","H_DRushTD_Avg_YTD","H_ToP_Avg_YTD","H_DRushYd_Avg_YTD","H_ORushAtt_Avg_YTD","H_DTotalYd_Avg_YTD","H_PenYd_Avg_YTD","H_DDrives_Avg_YTD","H_O1stD_Avg_YTD","H_O4thConv_Avg_YTD","H_OPassComp_Avg_YTD","H_ORushYd_Avg_YTD","H_OPassYd_Avg_YTD","H_OScores_Avg_YTD","H_ORushTD_Avg_YTD","H_DPassTD_Avg_YTD","H_OSack_Avg_YTD","H_OFumLost_Avg_YTD","H_O3rdConv_Avg_YTD","H_DScoresA_Avg_YTD","H_DPassComp_Avg_YTD","H_O4thAtt_Avg_YTD","H_Fum_Avg_YTD","H_DTdsA_Avg_YTD","H_OTO_Avg_YTD","H_DPlays_Avg_YTD","H_D1stD_Avg_YTD","H_PtsS_Avg_YTD","H_DSack_Avg_YTD","H_O3rdAtt_Avg_YTD","H_D4thConv_Avg_YTD","H_D3rdConv_Avg_YTD","H_D4thAtt_Avg_YTD","H_DTdsS_Avg_YTD","H_DPassAtt_Avg_YTD","H_OINT_Avg_YTD","H_OSackYd_Avg_YTD","H_PtsA_Avg_YTD","H_OPassAtt_Avg_YTD","H_OPlays_Avg_YTD","H_ODrives_Avg_YTD","H_OTds_Avg_YTD","H_ONetPassYd_Avg_YTD","A_WinP_Avg_YTD","A_LocWinP_Avg_YTD","A_Q1_Avg_YTD","A_Q3_Avg_YTD","A_Q2_Avg_YTD","A_DTO_Avg_YTD","A_Q4_Avg_YTD","A_DNetPassYd_Avg_YTD","A_DRushAtt_Avg_YTD","A_Pen_Avg_YTD","A_DINT_Avg_YTD","A_FF_Avg_YTD","A_DPassYd_Avg_YTD","A_OTotalYd_Avg_YTD","A_DSackYd_Avg_YTD","A_D3rdAtt_Avg_YTD","A_OPassTD_Avg_YTD","A_DRushTD_Avg_YTD","A_ToP_Avg_YTD","A_DRushYd_Avg_YTD","A_ORushAtt_Avg_YTD","A_DTotalYd_Avg_YTD","A_PenYd_Avg_YTD","A_DDrives_Avg_YTD","A_O1stD_Avg_YTD","A_O4thConv_Avg_YTD","A_OPassComp_Avg_YTD","A_ORushYd_Avg_YTD","A_OPassYd_Avg_YTD","A_OScores_Avg_YTD","A_ORushTD_Avg_YTD","A_DPassTD_Avg_YTD","A_OSack_Avg_YTD","A_OFumLost_Avg_YTD","A_O3rdConv_Avg_YTD","A_DScoresA_Avg_YTD","A_DPassComp_Avg_YTD","A_O4thAtt_Avg_YTD","A_Fum_Avg_YTD","A_DTdsA_Avg_YTD","A_OTO_Avg_YTD","A_DPlays_Avg_YTD","A_D1stD_Avg_YTD","A_PtsS_Avg_YTD","A_DSack_Avg_YTD","A_O3rdAtt_Avg_YTD","A_D4thConv_Avg_YTD","A_D3rdConv_Avg_YTD","A_D4thAtt_Avg_YTD","A_DTdsS_Avg_YTD","A_DPassAtt_Avg_YTD","A_OINT_Avg_YTD","A_OSackYd_Avg_YTD","A_PtsA_Avg_YTD","A_OPassAtt_Avg_YTD","A_OPlays_Avg_YTD","A_ODrives_Avg_YTD","A_OTds_Avg_YTD","A_ONetPassYd_Avg_YTD","H_WinP_Avg_Yr","H_LocWinP_Avg_Yr","H_Q1_Avg_Yr","H_Q3_Avg_Yr","H_Q2_Avg_Yr","H_DTO_Avg_Yr","H_Q4_Avg_Yr","H_DNetPassYd_Avg_Yr","H_DRushAtt_Avg_Yr","H_Pen_Avg_Yr","H_DINT_Avg_Yr","H_FF_Avg_Yr","H_DPassYd_Avg_Yr","H_OTotalYd_Avg_Yr","H_DSackYd_Avg_Yr","H_D3rdAtt_Avg_Yr","H_OPassTD_Avg_Yr","H_DRushTD_Avg_Yr","H_ToP_Avg_Yr","H_DRushYd_Avg_Yr","H_ORushAtt_Avg_Yr","H_DTotalYd_Avg_Yr","H_PenYd_Avg_Yr","H_DDrives_Avg_Yr","H_O1stD_Avg_Yr","H_O4thConv_Avg_Yr","H_OPassComp_Avg_Yr","H_ORushYd_Avg_Yr","H_OPassYd_Avg_Yr","H_OScores_Avg_Yr","H_ORushTD_Avg_Yr","H_DPassTD_Avg_Yr","H_OSack_Avg_Yr","H_OFumLost_Avg_Yr","H_O3rdConv_Avg_Yr","H_DScoresA_Avg_Yr","H_DPassComp_Avg_Yr","H_O4thAtt_Avg_Yr","H_Fum_Avg_Yr","H_DTdsA_Avg_Yr","H_OTO_Avg_Yr","H_DPlays_Avg_Yr","H_D1stD_Avg_Yr","H_PtsS_Avg_Yr","H_DSack_Avg_Yr","H_O3rdAtt_Avg_Yr","H_D4thConv_Avg_Yr","H_D3rdConv_Avg_Yr","H_D4thAtt_Avg_Yr","H_DTdsS_Avg_Yr","H_DPassAtt_Avg_Yr","H_OINT_Avg_Yr","H_OSackYd_Avg_Yr","H_PtsA_Avg_Yr","H_OPassAtt_Avg_Yr","H_OPlays_Avg_Yr","H_ODrives_Avg_Yr","H_OTds_Avg_Yr","H_ONetPassYd_Avg_Yr","A_WinP_Avg_Yr","A_LocWinP_Avg_Yr","A_Q1_Avg_Yr","A_Q3_Avg_Yr","A_Q2_Avg_Yr","A_DTO_Avg_Yr","A_Q4_Avg_Yr","A_DNetPassYd_Avg_Yr","A_DRushAtt_Avg_Yr","A_Pen_Avg_Yr","A_DINT_Avg_Yr","A_FF_Avg_Yr","A_DPassYd_Avg_Yr","A_OTotalYd_Avg_Yr","A_DSackYd_Avg_Yr","A_D3rdAtt_Avg_Yr","A_OPassTD_Avg_Yr","A_DRushTD_Avg_Yr","A_ToP_Avg_Yr","A_DRushYd_Avg_Yr","A_ORushAtt_Avg_Yr","A_DTotalYd_Avg_Yr","A_PenYd_Avg_Yr","A_DDrives_Avg_Yr","A_O1stD_Avg_Yr","A_O4thConv_Avg_Yr","A_OPassComp_Avg_Yr","A_ORushYd_Avg_Yr","A_OPassYd_Avg_Yr","A_OScores_Avg_Yr","A_ORushTD_Avg_Yr","A_DPassTD_Avg_Yr","A_OSack_Avg_Yr","A_OFumLost_Avg_Yr","A_O3rdConv_Avg_Yr","A_DScoresA_Avg_Yr","A_DPassComp_Avg_Yr","A_O4thAtt_Avg_Yr","A_Fum_Avg_Yr","A_DTdsA_Avg_Yr","A_OTO_Avg_Yr","A_DPlays_Avg_Yr","A_D1stD_Avg_Yr","A_PtsS_Avg_Yr","A_DSack_Avg_Yr","A_O3rdAtt_Avg_Yr","A_D4thConv_Avg_Yr","A_D3rdConv_Avg_Yr","A_D4thAtt_Avg_Yr","A_DTdsS_Avg_Yr","A_DPassAtt_Avg_Yr","A_OINT_Avg_Yr","A_OSackYd_Avg_Yr","A_PtsA_Avg_Yr","A_OPassAtt_Avg_Yr","A_OPlays_Avg_Yr","A_ODrives_Avg_Yr","A_OTds_Avg_Yr","A_ONetPassYd_Avg_Yr"
"2010","3","crd","rai","1","5.5","39.0","10","7","7","1","0","231","33","7","1","1","255","227","24","15","2","1","27.033333333333335","133","26","364","104","14","18","1","12","119","122","4","0","1","2","2","5","5","17","1","2","2","3","70","20","24","3","13","1","4","1","0","34","1","14","23","26","54","12","3","108","13","0","7","3","3","108","26","11","1","0","122","364","14","13","1","0","32.96666666666667","119","33","227","123","12","20","1","17","133","255","5","1","2","3","0","4","4","12","1","2","3","1","54","18","23","2","15","1","5","1","0","26","1","24","24","34","70","14","2","231","0.5","NA","0.0","0.0","8.5","2.5","3.5","231.5","34.5","10.0","1.5","1.5","239.0","322.5","7.5","18.5","0.5","1.0","23.96666666666667","153.0","17.0","384.5","90.5","12.0","16.0","0.0","20.0","115.0","230.5","2.0","1.0","2.0","2.0","2.0","2.5","5.0","26.5","0.5","4.0","3.0","3.5","79.5","26.5","12.0","1.5","10.5","1.5","9.5","2.5","0.0","43.5","1.5","23.0","27.0","37.0","56.0","12.5","1.5","207.5","0.5","0.0","1.5","5.0","3.0","1.0","5.0","137.5","30.0","11.0","0.5","1.0","160.5","345.0","23.0","12.5","1.0","1.5","32.875","140.0","33.0","277.5","83.5","12.5","23.0","0.0","20.5","154.5","214.5","3.5","0.0","2.0","3.0","0.5","5.0","4.0","13.5","1.5","3.5","3.5","2.0","53.5","16.5","14.5","2.5","15.5","0.0","5.0","0.0","0.0","21.0","1.5","24.0","26.0","36.5","72.5","12.0","1.0","190.5","0.3125","0.5","3.3125","2.75","6.125","1.875","5.875","228.375","32.875","6.75","1.0625","0.8125","242.5625","269.3125","14.1875","14.5625","0.625","1.1875","26.379166666666674","145.1875","20.0","373.5625","54.375","12.875","15.0625","0.4375","17.8125","86.75","204.0","2.9375","0.5625","1.375","3.125","1.0","3.625","5.0625","20.25","1.125","2.0625","2.5625","2.1875","68.25","21.1875","16.5625","2.0625","13.0625","0.5625","5.4375","1.0625","0.625","33.3125","1.1875","21.4375","25.625","35.0625","58.1875","12.0625","1.4375","182.5625","0.5","0.375","7.3125","4.875","5.625","1.5","7.625","189.1875","29.625","9.25","0.75","0.9375","207.4375","354.625","18.25","13.625","1.125","0.875","31.206249999999997","133.625","31.5","322.8125","79.9375","13.0","19.125","0.5","17.4375","155.875","216.9375","4.5625","1.1875","1.8125","2.75","0.625","4.6875","4.0625","15.5625","1.25","2.0","2.75","1.625","61.9375","18.25","24.375","2.9375","13.75","0.1875","4.75","0.6875","0.1875","29.375","1.0","18.1875","21.9375","30.6875","64.9375","13.0625","2.5","198.75"
"2010","5","crd","nor","1","-7.0","45.5","0","3","10","4","17","273","22","3","3","2","279","194","6","11","0","0","29.983333333333334","85","24","358","20","13","12","1","18","41","174","4","0","2","4","0","4","4","24","1","4","2","1","62","19","30","1","15","0","5","0","3","39","1","21","20","29","57","11","1","153","10","0","3","1","7","153","24","6","1","4","174","358","21","15","2","0","30.016666666666666","41","22","194","45","11","19","0","24","85","279","4","0","0","1","1","5","4","18","0","2","1","4","57","12","20","4","11","1","4","1","0","29","3","6","30","39","62","13","2","273","0.5","1.0","2.5","1.75","7.75","1.75","2.5","233.25","35.0","8.0","1.0","1.25","245.5","251.5","12.25","15.5","0.75","1.25","25.0","154.75","18.5","388.0","79.75","12.25","15.0","0.25","16.75","99.0","182.25","2.25","0.5","1.75","3.75","1.75","3.5","5.25","21.5","0.75","2.75","3.0","3.25","72.25","24.0","14.5","1.75","11.5","1.0","7.0","1.5","0.25","35.5","1.5","29.75","29.5","32.0","54.25","11.75","1.5","152.5","0.75","1.0","7.5","6.0","2.5","1.75","3.75","196.25","30.5","4.0","0.75","0.75","205.0","344.0","8.75","13.0","1.75","1.0","33.0","138.25","23.5","334.5","37.0","10.0","20.5","0.25","29.5","73.25","282.75","3.75","0.25","1.25","1.75","0.75","5.75","3.0","17.0","0.5","1.5","2.25","1.25","59.5","17.75","13.75","1.5","12.5","0.75","5.75","1.25","0.0","27.5","0.5","12.0","12.0","40.0","65.25","11.25","2.0","270.75","0.3125","0.5","3.3125","2.75","6.125","1.875","5.875","228.375","32.875","6.75","1.0625","0.8125","242.5625","269.3125","14.1875","14.5625","0.625","1.1875","26.379166666666674","145.1875","20.0","373.5625","54.375","12.875","15.0625","0.4375","17.8125","86.75","204.0","2.9375","0.5625","1.375","3.125","1.0","3.625","5.0625","20.25","1.125","2.0625","2.5625","2.1875","68.25","21.1875","16.5625","2.0625","13.0625","0.5625","5.4375","1.0625","0.625","33.3125","1.1875","21.4375","25.625","35.0625","58.1875","12.0625","1.4375","182.5625","0.6875","0.75","7.0","4.625","5.8125","1.5625","6.5625","193.9375","26.3125","5.625","0.5625","1.5625","209.5625","372.5","15.625","12.6875","2.0625","0.8125","32.08958333333333","112.3125","23.75","306.25","55.25","10.8125","21.9375","0.3125","28.125","94.9375","289.75","4.1875","0.5625","0.8125","1.625","0.5625","6.625","3.4375","19.125","0.6875","1.4375","1.6875","1.9375","59.25","17.0625","22.5","2.0625","13.5625","0.9375","4.375","1.4375","0.125","30.875","1.375","12.1875","17.6875","41.3125","66.6875","11.0","2.625","277.5625"
"2010","8","crd","tam","0","3.0","38.0","7","14","7","2","7","253","30","3","0","1","278","396","25","12","2","2","29.516666666666666","154","23","407","12","12","22","1","24","100","305","4","2","1","1","0","7","4","18","2","1","3","4","57","19","35","2","13","1","4","1","1","25","4","9","38","40","64","14","4","296","7","7","17","4","7","296","23","9","4","1","305","407","9","13","1","2","30.483333333333334","100","30","396","80","14","19","1","18","154","278","4","2","2","2","2","4","4","24","1","2","4","2","64","22","38","1","12","1","7","2","2","40","0","25","35","25","57","12","3","253","0.5","1.0","1.6666666666666667","2.8333333333333335","6.833333333333333","2.0","5.0","227.33333333333334","33.0","6.666666666666667","1.1666666666666667","1.3333333333333333","242.16666666666666","237.83333333333334","14.833333333333334","15.666666666666666","0.5","0.8333333333333334","25.450000000000003","141.33333333333334","19.666666666666668","368.6666666666667","61.833333333333336","12.666666666666666","14.166666666666666","0.3333333333333333","16.166666666666668","91.66666666666667","172.5","2.5","0.5","1.6666666666666667","3.5","1.8333333333333333","3.3333333333333335","5.166666666666667","21.666666666666668","0.8333333333333334","3.1666666666666665","2.5","3.1666666666666665","71.66666666666667","21.833333333333332","16.333333333333332","2.1666666666666665","12.166666666666666","0.6666666666666666","6.666666666666667","1.1666666666666667","0.6666666666666666","36.5","1.3333333333333333","26.333333333333332","26.666666666666668","31.666666666666668","54.833333333333336","11.666666666666666","1.3333333333333333","146.16666666666666","0.6666666666666666","1.0","2.6666666666666665","2.6666666666666665","4.5","2.3333333333333335","6.5","196.16666666666666","30.0","5.666666666666667","1.6666666666666667","1.1666666666666667","200.66666666666666","307.5","4.5","12.833333333333334","1.1666666666666667","0.5","31.086111111111112","157.66666666666666","24.333333333333332","353.8333333333333","46.166666666666664","11.333333333333334","17.333333333333332","0.8333333333333334","21.166666666666668","96.66666666666667","223.83333333333334","3.1666666666666665","0.3333333333333333","2.0","2.3333333333333335","0.8333333333333334","5.833333333333333","3.3333333333333335","16.833333333333332","1.1666666666666667","2.0","2.5","1.3333333333333333","60.5","19.0","16.333333333333332","0.8333333333333334","14.333333333333334","0.5","5.666666666666667","1.0","0.16666666666666666","29.666666666666668","0.5","13.0","21.333333333333332","35.333333333333336","62.0","11.0","1.5","210.83333333333334","0.3125","0.5","3.3125","2.75","6.125","1.875","5.875","228.375","32.875","6.75","1.0625","0.8125","242.5625","269.3125","14.1875","14.5625","0.625","1.1875","26.379166666666674","145.1875","20.0","373.5625","54.375","12.875","15.0625","0.4375","17.8125","86.75","204.0","2.9375","0.5625","1.375","3.125","1.0","3.625","5.0625","20.25","1.125","2.0625","2.5625","2.1875","68.25","21.1875","16.5625","2.0625","13.0625","0.5625","5.4375","1.0625","0.625","33.3125","1.1875","21.4375","25.625","35.0625","58.1875","12.0625","1.4375","182.5625","0.625","0.75","2.6875","4.375","7.9375","1.75","6.3125","201.0","27.75","6.25","1.1875","0.75","209.9375","335.125","8.9375","13.3125","1.625","0.75","30.815624999999997","131.6875","26.9375","332.6875","52.3125","11.1875","18.0","0.625","19.125","125.0625","222.75","3.6875","0.5625","1.4375","1.875","0.8125","5.5625","3.3125","19.1875","0.875","1.5625","2.25","1.1875","61.9375","19.1875","20.0625","1.625","13.1875","0.5625","5.75","1.0625","0.1875","32.5625","0.375","12.6875","18.625","30.875","59.6875","10.875","2.25","210.0625"
"2010","10","crd","sea","0","4.0","41.5","7","0","3","1","8","380","31","10","1","0","386","327","6","15","1","2","24.916666666666668","110","14","490","50","14","19","0","23","41","322","3","1","1","5","1","2","8","26","2","1","3","2","73","24","18","2","11","0","6","1","0","40","1","36","36","45","64","13","2","286","7","9","10","2","10","286","14","6","1","1","322","490","36","11","1","1","35.083333333333336","41","31","327","51","13","24","0","26","110","386","8","2","1","2","0","6","3","23","1","0","2","1","64","19","36","5","15","0","2","2","0","45","1","6","18","40","73","14","3","380","0.375","0.6666666666666666","2.125","4.75","7.75","2.125","5.0","255.5","31.0","6.25","1.125","1.25","272.125","256.0","16.625","14.75","0.75","1.0","26.17916666666667","135.25","20.25","390.75","52.75","12.75","15.0","0.375","17.125","87.875","192.0","2.75","0.625","1.625","3.5","1.5","3.75","5.0","23.0","0.875","2.625","2.625","3.0","69.625","22.25","16.625","2.25","12.375","0.75","5.875","1.25","0.75","36.375","1.5","23.875","25.125","32.125","55.875","12.0","1.75","168.125","0.5","0.25","1.25","4.875","5.125","1.75","5.0","270.5","28.25","6.75","0.75","1.125","287.25","261.25","16.75","14.875","0.875","0.875","26.741666666666667","112.625","23.5","383.125","60.375","12.375","14.125","0.375","18.5","83.625","194.0","2.875","0.5","1.375","2.75","0.625","4.75","4.125","21.0","1.0","1.0","2.25","1.75","69.0","19.875","16.25","2.625","14.125","0.625","5.125","1.375","0.125","38.125","1.125","16.375","22.625","32.5","58.75","12.75","1.625","177.625","0.3125","0.5","3.3125","2.75","6.125","1.875","5.875","228.375","32.875","6.75","1.0625","0.8125","242.5625","269.3125","14.1875","14.5625","0.625","1.1875","26.379166666666674","145.1875","20.0","373.5625","54.375","12.875","15.0625","0.4375","17.8125","86.75","204.0","2.9375","0.5625","1.375","3.125","1.0","3.625","5.0625","20.25","1.125","2.0625","2.5625","2.1875","68.25","21.1875","16.5625","2.0625","13.0625","0.5625","5.4375","1.0625","0.625","33.3125","1.1875","21.4375","25.625","35.0625","58.1875","12.0625","1.4375","182.5625","0.4375","0.25","3.4375","5.375","4.5625","1.375","6.0","249.625","28.25","6.3125","0.75","1.0","265.0","297.8125","15.375","14.875","0.875","0.8125","27.54375","118.9375","24.0625","368.5625","55.625","12.0625","16.25","0.375","20.25","89.0","221.0","3.4375","0.8125","1.9375","2.1875","0.6875","4.75","4.3125","21.1875","1.0625","1.125","2.75","1.9375","67.125","19.5625","19.375","2.3125","13.375","0.5","5.875","1.1875","0.125","36.5625","1.25","12.1875","25.4375","34.0","60.25","12.5","1.875","208.8125"
"2010","12","crd","sfo","0","-2.0","42.0","3","0","3","1","0","125","47","6","1","0","129","203","4","13","0","2","20.983333333333334","261","11","386","61","12","8","0","16","13","196","2","0","1","1","1","2","5","11","1","1","3","2","71","26","6","1","11","0","7","0","0","23","1","6","27","35","47","11","0","190","14","3","7","2","3","190","11","6","1","0","196","386","6","11","1","0","39.016666666666666","13","47","203","40","11","26","0","11","261","129","5","2","0","1","0","7","2","16","0","1","0","1","47","8","27","1","13","0","2","1","0","35","1","4","6","23","71","12","3","125","0.3","0.5","2.7","4.1","6.5","1.8","5.5","261.7","30.8","7.1","1.0","1.0","275.6","275.7","13.9","14.4","0.8","1.2","26.67166666666667","135.1","19.6","396.8","56.8","12.7","15.8","0.4","18.5","84.5","215.3","2.8","0.6","1.6","3.5","1.3","3.6","5.3","22.5","1.1","2.2","2.8","2.6","68.3","21.9","16.4","2.0","12.5","0.6","5.7","1.2","0.6","35.5","1.3","24.1","26.8","34.8","57.9","12.0","1.7","191.2","0.3","0.0","4.1","1.4","2.5","1.2","7.7","221.4","28.9","8.0","0.8","0.8","235.5","313.7","14.1","13.3","1.1","0.6","29.086666666666666","106.8","24.4","328.2","67.5","12.2","16.5","0.6","19.3","95.8","232.1","2.7","0.5","1.5","2.5","0.7","4.3","4.0","21.7","1.1","1.5","2.1","1.8","63.9","18.8","14.0","2.2","13.2","0.2","4.9","0.6","0.1","32.8","1.1","14.2","19.9","33.3","60.2","11.8","1.6","217.9","0.3125","0.5","3.3125","2.75","6.125","1.875","5.875","228.375","32.875","6.75","1.0625","0.8125","242.5625","269.3125","14.1875","14.5625","0.625","1.1875","26.379166666666674","145.1875","20.0","373.5625","54.375","12.875","15.0625","0.4375","17.8125","86.75","204.0","2.9375","0.5625","1.375","3.125","1.0","3.625","5.0625","20.25","1.125","2.0625","2.5625","2.1875","68.25","21.1875","16.5625","2.0625","13.0625","0.5625","5.4375","1.0625","0.625","33.3125","1.1875","21.4375","25.625","35.0625","58.1875","12.0625","1.4375","182.5625","0.375","0.125","4.6875","3.1875","4.9375","1.375","6.0625","231.0625","27.9375","7.0","0.9375","0.8125","246.3125","313.3125","15.25","13.5625","1.1875","0.5625","28.779166666666665","96.6875","25.0625","327.75","58.375","12.25","15.6875","0.5","17.625","103.5625","225.8125","3.1875","0.625","1.5625","2.75","0.5","4.25","3.9375","22.375","1.0","1.375","2.1875","1.4375","64.5625","18.6875","17.8125","2.25","13.3125","0.1875","5.25","0.8125","0.1875","34.375","0.9375","16.0625","20.375","31.25","59.0625","11.9375","1.8125","209.75"
